,Gunnlaugs saga Ormstungu-AM 557 4to,Breta sǫgur-AM 573 4to,Karls þáttr vesæla-AM 557 4to,Hróa þáttr heimska-AM 557 4to,Theta-fragment of Egils saga-AM 162 A θ fol.,Pamphilus saga-DG 4-7,Kormáks saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (120vb.21–129rb.7),Bandamanna saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (114ra.41–120vb.21),Old Norwegian Homily Book-AM 619 4to,The Kringla fragment of Óláfs saga helga-Lbs fragm. 82,A fragment of Landslǫg Magnúss Hákonarsonar-NRA norr fragm 7,Hallfreðr saga vandraskald-AM 557 4to,Sveinka þáttr Steinarssonar-AM 557 4to,Valdimars saga-AM 557 4to,A fragment of Óláfs saga helga hin elzta-NRA norr fragm 52,A fragment of Haralds saga harðráða in Heimskringla-NRA norr fragm 53,A fragment of Fagrskinna-NRA norr fragm 51,A fragment of Maríu saga-NRA norr fragm 78,Hrafns saga Sveinbjarnarsonar-AM 557 4to,A fragment of Brendanuss saga-NRA norr fragm 68,Rögnvalldr ok Rauð-AM 557 4to,Hallfrear saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (149va.32–156rb.10),Codex Frisianus-AM 45 fol.,Bǿjarlǫg ok Farmannalǫg Magnúss Hákonarsonar | Magnus Lagabøtes bylov og farmannslov-Holm perg 34 4to,"Ór lǽknisbók The fragment is unnamed, but Konráð Gíslason named his edition of the text
                    Úr læknisbók, which is published in Fire og fyrretyve for en stor deel forhen
                    utrykte prøver af oldnordisk sprog og literatur (1860)-AM 655 XXX 4to",A fragment of Hákonar saga Hákonarsonar-NRA norr fragm 55 B,A fragment of Jóns saga helga-NRA norr fragm 57,A fragment of Páls saga postula-NRA norr fragm 80,Völuspá in Codex Regius-GKS 2365 4to,Landslǫg Magnúss Hákonarsonar | Magnus Lagabøtes landslov-Holm perg 34 4to,Eiríks saga víðförla-AM 557 4to,Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),A fragment of Barlaams saga ok Jósafats-NRA norr fragm 64,A fragment of Agǫtu saga-NRA norr fragm 70,Zeta-fragment of Egils saga-AM 162 A ζ fol.,"A fragment of Gregors saga páfa and 
                            Díalógar-NRA norr fragm 71",A fragment of Flóress saga ok Blankiflúr-NRA norr fragm 65,A fragment of Rimbegla-NRA norr fragm 59,A fragment of Njáls saga-AM 162 B α fol,A fragment of Stjórn-NRA norr fragm 60 C,A fragment of Karlamagnúss saga-NRA norr fragm 61,Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),Fstbrra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),A fragment of Stjórn-NRA norr fragm 60 B,A fragment of Karlamagnúss saga-NRA norr fragm 62,A fragment of Karlamagnúss saga-NRA norr fragm 63,A fragment of Stjórn-NRA norr fragm 60 A,Trójumanna saga-AM 573 4to,Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,Alexanders saga-AM 519 a 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 B,A fragment of Konungs skuggsjá-AM 1056 IX 4to,Reynistaðarbók-AM 764 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 C,Dámusta saga-AM 557 4to,A fragment of Konungs skuggsjá-NRA norr fragm 58 A,Two fragments of Njáls saga-AM 162 B θ fol,Eiríks saga rauða-AM 557 4to,Stúfs þáttr Kattarsonar-AM 557 4to,A fragment of Konungs skuggsjá-NKS 235 g 4to,Vga-Glms saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (129rb.8–141va.32),Ölkofra þáttur according to AM 132 fol (Möðruvallabók)-AM 132 fol (147vb.5–149va.31)
Eiríks saga víðförla-AM 557 4to,0.725024637035681,0.6750650802099476,0.7310440826476826,0.8096065899328382,0.7783769696214231,0.7597723314906508,0.8287762784942682,0.7730723234384786,0.6872697363766513,0.7952836705555008,0.7698096657313857,0.7388821960378659,0.8626287296840882,0.8070108766749734,0.7437641192307775,0.876863891866108,0.8913501667475183,0.810002701620612,0.7639794747117619,0.8190475306612744,0.74360893247011,0.7976140490175728,0.689110878939077,0.741330893145055,0.848712851950901,0.8560906990193168,0.812538617677096,0.7873808696811748,0.9156321309543458,0.7115849266733292,0.0,0.8096312760606588,0.843311152150251,0.9197211620954487,0.7595696591287688,0.889524643431419,0.839539867190156,0.8597159652364231,0.8472658590039944,0.8616085950671767,0.8195851158690783,0.7849227495009642,0.8073210756234979,0.907174267006382,0.8006033509075785,0.757143158100181,0.9164442692612582,0.7196750042889298,0.6647680822509242,0.6631709785969453,0.8657453954895067,0.8851718131988647,0.7084757868891014,0.7442862045239618,0.7490831050607092,0.7681397176112315,0.8628603670178617,0.6572767454591311,0.8208704260947229,0.8207564611604476,0.7645727275598921,0.837650008523306
Droplaugasona saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (141va.3–147vb.4),0.6760344658485817,0.6027176185732154,0.7007707118583983,0.765453729826475,0.7399158435329332,0.7243441629729344,0.5230837384232132,0.47238022299065807,0.6651441826495045,0.7664988058998443,0.7340632270117228,0.6876303560357944,0.8261854741308381,0.7695635527526509,0.7115059711139953,0.8479930354826384,0.8621068095015543,0.7695252327487506,0.712371557522613,0.8036090300295486,0.6877111388351449,0.48369653563005366,0.6170261187287707,0.6951330712207062,0.8362504712343695,0.8279151046054564,0.7350015537290939,0.7536914407619956,0.8986404846888749,0.6615113587992878,0.8096312760606588,0.0,0.8264700107156637,0.9112075911833434,0.685655613788174,0.8769564336665421,0.8002871288126913,0.8471342718602384,0.7957000511376052,0.8314660265360116,0.8038610570169403,0.4213547891221472,0.453257845223079,0.8923056509018367,0.770063822128906,0.7291555522679631,0.916026395436067,0.6718741234006247,0.5998627809143693,0.5958199656286123,0.8500545368879411,0.8631728732333751,0.632440267895681,0.7319345164698776,0.7081955512651306,0.7439287256040985,0.8350292747727923,0.6262945630273635,0.824715540126283,0.7981659981572353,0.3781564306029007,0.5540484493921684
A fragment of Barlaams saga ok Jósafats-NRA norr fragm 64,0.7674555580386786,0.7014019455835846,0.7751776429494539,0.8415757380425413,0.8042431318047141,0.7606205065494759,0.8444026960720526,0.7940190716313658,0.7176275032809594,0.8302453594919471,0.794106579180616,0.7792412855986515,0.8746315548882825,0.8254962247260299,0.7842082677746678,0.8978445522142305,0.9025225276284717,0.8313367294690043,0.7982490797786066,0.837531551382035,0.7807859623032886,0.8251919345359495,0.7414029082227148,0.7613445567311217,0.848004200373558,0.8765580883522275,0.8310529788635388,0.8188101422781227,0.920514292017234,0.7366154510644608,0.843311152150251,0.8264700107156637,6.772360450213455e-15,0.9242142746840296,0.7948487924068283,0.9073599242637264,0.8361708328943872,0.8667399785306592,0.8571832660141431,0.8850759057287799,0.834632481663302,0.8050087738500065,0.8264424756341304,0.9160372640915284,0.8123826120307853,0.7825810077202371,0.9276112138244492,0.7447032203856501,0.7104963252711762,0.7064055903452888,0.8710420928742377,0.8942847270053556,0.739033752096482,0.7686650144278702,0.7950249297271803,0.7814999486911296,0.8681149406779777,0.732839648746339,0.871931810228543,0.8256114764139052,0.7826983994925464,0.8620311415016128
A fragment of Agǫtu saga-NRA norr fragm 70,0.8691285836505196,0.8496281779491858,0.8640615793500598,0.8977340846613375,0.8792854264675168,0.8411068342368732,0.9131400672688585,0.8779400757031153,0.8315407996758375,0.9110499329510171,0.878524930951054,0.8724371581022351,0.9401137840449683,0.9028514397865662,0.8862767529058156,0.9472723088646711,0.9560992620905586,0.9102961061295846,0.9005726692083047,0.9109479328697154,0.8851027383455257,0.9016869608445102,0.8634960983003725,0.8753783345227589,0.9342957972050075,0.9460593934021926,0.9083028158144115,0.879491937162147,0.9616029100068384,0.8498875476843796,0.9197211620954487,0.9112075911833434,0.9242142746840296,0.0,0.8911332420150319,0.9455105025176002,0.9087549570285258,0.9422384731998783,0.9246457099546118,0.9263273761994831,0.9174164463967651,0.8897540343332517,0.9064198010410472,0.9546444615502981,0.9035279683963784,0.8984038255515713,0.9680252446702223,0.875982210614285,0.8525552394405955,0.8252822706926162,0.904561036221978,0.9431399673667685,0.8601706855444051,0.8703314076421853,0.873016724392163,0.8676962006371397,0.9367947978675513,0.8652250220040434,0.8989865000455102,0.9159626855259523,0.8802235894171193,0.909032627525457
Zeta-fragment of Egils saga-AM 162 A ζ fol.,0.5789163894512771,0.4752755959472934,0.5927528639018738,0.7070975317348565,0.5348063007610803,0.6717284428114575,0.7276892382179652,0.6182102227102911,0.5673837707180551,0.6528299002196423,0.630090946770267,0.5675124007727144,0.789129812642349,0.7049934073788754,0.5934655310686805,0.7824796540150207,0.8266547520036108,0.6987965039796078,0.5937058285888976,0.7089522681469984,0.5704198442292217,0.6843232599405311,0.4637222061864762,0.5787720237263706,0.7801972393081659,0.7598136234604851,0.6916459394453114,0.6652056218453718,0.8694879249569089,0.5400521726626768,0.7595696591287688,0.685655613788174,0.7948487924068283,0.8911332420150319,0.0,0.8223274045784892,0.7323370703960573,0.8189798363917764,0.7389914405022503,0.778190542525514,0.7417401257513909,0.644189731833653,0.6888078607759227,0.8638100484489474,0.7014354366450707,0.6658647375753115,0.9052004415609268,0.5593212181134024,0.302121327783475,0.4628346975757668,0.7984209359040468,0.8330260145253776,0.5294663482760333,0.6206952796011143,0.6046840714006124,0.6517743285353602,0.76559937657214,0.4838717763234165,0.768314407923111,0.754246025444604,0.6051364533802388,0.7283993839910983
"A fragment of Gregors saga páfa and 
                            Díalógar-NRA norr fragm 71",0.8378472550208748,0.7890102850588034,0.8355007282812059,0.8802215294476023,0.8424123638623644,0.8309354481973823,0.890425775923789,0.8459355136687621,0.7684286673266072,0.8622479993668106,0.8206047246789201,0.8322200424137995,0.9203575549197865,0.8772953643493059,0.8303810679408693,0.9203017065163308,0.929517739115651,0.8669507044259165,0.8390150060317421,0.87424742563689,0.8410629361059057,0.878666663647184,0.792737862872068,0.8103094024461002,0.8965338504330128,0.908031344756599,0.8599017907437166,0.8286687231193879,0.945033003245834,0.7821499478158743,0.889524643431419,0.8769564336665421,0.9073599242637264,0.9455105025176002,0.8223274045784892,0.0,0.8950001973349917,0.9102582548685569,0.903787969043195,0.9130001051922264,0.8979040880337114,0.8623249425077799,0.8780336813911598,0.9475176994910933,0.873743196577262,0.8658912027841956,0.9628058022171584,0.8215766945160861,0.7790366675721665,0.7494768840584087,0.8978579964300064,0.9184482493111221,0.7931361757301191,0.8096152024407302,0.8279022836794827,0.8215478679780334,0.9163789967641249,0.805187179148553,0.8996766101071861,0.8859282870069568,0.8432682102709983,0.885475132429136
A fragment of Flóress saga ok Blankiflúr-NRA norr fragm 65,0.7233619444796124,0.6553007960555295,0.738473252426483,0.7929588922249301,0.7572555015110574,0.7328520993747349,0.823210310236104,0.7711297092733331,0.6955742425499734,0.790474473330125,0.7506947668036563,0.7215760910860415,0.8558275517518462,0.8132062906358022,0.7471946096402476,0.8789929635655408,0.8886084197754827,0.7975863049408356,0.7702477384695792,0.8073788261081704,0.7179144971505533,0.7893067781502603,0.6819940028262423,0.7085972942998651,0.8364474351596458,0.8660028907989855,0.7934371522348823,0.7883241807284265,0.9182311368462059,0.6877687847423182,0.839539867190156,0.8002871288126913,0.8361708328943872,0.9087549570285258,0.7323370703960573,0.8950001973349917,0.0,0.8698642798183188,0.8231825193267378,0.8550352699408492,0.8113428695401008,0.7658323041629952,0.8060592775571759,0.9039163256337632,0.7803144742458983,0.7646757524807616,0.9347674156169906,0.7151272830730171,0.6471100355539052,0.6546958166774801,0.8334442247677026,0.8866591921044271,0.6939281887465003,0.7549708206083023,0.7465458364318578,0.7527685489679887,0.8444044256805932,0.7018576257216161,0.8329163799550053,0.8229515399890811,0.7379995917769973,0.8299744951606989
A fragment of Rimbegla-NRA norr fragm 59,0.8018170207373868,0.7393270359936694,0.8118547354092583,0.8704571000247807,0.8340277297499142,0.804167387525172,0.8620804430881157,0.8166544846384589,0.7485222158646672,0.8482373490630764,0.7942890215727451,0.8134532644312914,0.8961322740616721,0.8460557653662993,0.8005099447039692,0.9142507833426098,0.9119174034640818,0.8399233860962365,0.8172191564947464,0.8597170065449203,0.8130584130504275,0.8488197693292663,0.7632778234337068,0.7703387218790483,0.8427288779038797,0.8869347601967545,0.8466684163903311,0.8247702750634429,0.9233004807920842,0.7451109370724867,0.8597159652364231,0.8471342718602384,0.8667399785306592,0.9422384731998783,0.8189798363917764,0.9102582548685569,0.8698642798183188,6.8833827526759706e-15,0.8773306799978979,0.9030763445163364,0.8665322411846079,0.8294351413952045,0.8469284936940931,0.9301607891229067,0.8418035548485658,0.8099865484281232,0.9236185917604203,0.7784702573768578,0.7408447095499879,0.7226466073602485,0.8976065280213213,0.8968368653427843,0.7569256234768864,0.7735023532739562,0.8210683970900603,0.7869441962400997,0.8928385532049323,0.7628805427805436,0.9006589387442148,0.8378600532159192,0.8107074320840351,0.8765828435870565
A fragment of Njáls saga-AM 162 B α fol,0.7273241883351541,0.675003898287946,0.7472942969742474,0.8072379903931945,0.7666733942324608,0.7580141630172342,0.8191606511229286,0.7645243979102658,0.7254447140709568,0.7946822952430482,0.7810199975121889,0.737036064982722,0.8571638852968065,0.8046409383945871,0.753770729028824,0.8703312235351841,0.8921501622362628,0.8131017492831174,0.7641783962185104,0.8419148065259032,0.7389799516409454,0.7941917863197393,0.6931173580037215,0.7546615842836331,0.8378826758543155,0.8546582768971482,0.8060361468348186,0.8033984964690297,0.9136552915086001,0.7259438201459775,0.8472658590039944,0.7957000511376052,0.8571832660141431,0.9246457099546118,0.7389914405022503,0.903787969043195,0.8231825193267378,0.8773306799978979,0.0,0.8613038175200174,0.8358699377342677,0.7671968377517864,0.7957787192652456,0.9117347054678703,0.8118808673105382,0.783684856541368,0.9333207173325556,0.7255242515220461,0.6553297140317832,0.6669164652479834,0.8675833018228961,0.8917623823249407,0.7093064977852568,0.7705706742830929,0.7597447943982406,0.774599270181717,0.8358977782094765,0.6859695621861617,0.8522702818814059,0.8395900241033251,0.7445882223507758,0.8297086940450424
A fragment of Stjórn-NRA norr fragm 60 C,0.7775725618668512,0.7119186418142305,0.7654306261367434,0.8244652669868519,0.7959455223271632,0.7979381366149452,0.8476556597430399,0.7862462357510812,0.7515779465993595,0.8152811895574218,0.8008068460555973,0.7642565179717373,0.8710136048753747,0.8325418184567759,0.7899489929577965,0.891083517188673,0.9088672454900639,0.8374724119514773,0.804653155392188,0.861582506490967,0.7750594101744706,0.8183154808382613,0.7281867438965117,0.7821466627888713,0.8929068209380726,0.8772725759518925,0.8317493826371283,0.8116826740515484,0.9447512134774048,0.7494464039966567,0.8616085950671767,0.8314660265360116,0.8850759057287799,0.9263273761994831,0.778190542525514,0.9130001051922264,0.8550352699408492,0.9030763445163364,0.8613038175200174,1.6431300764452317e-14,0.8538155907527544,0.7910922794601688,0.8214119822421312,0.9239615882466636,0.8367666924737256,0.8189035931321819,0.9439090942880112,0.7666281447072406,0.7090860601438327,0.6855554102581389,0.8549316160803444,0.9096391121208446,0.7356549920715555,0.7871138216305701,0.7719854322179309,0.8042146234933302,0.8874964611884075,0.7466063302473442,0.8482805297073557,0.8602564176865998,0.7764238407230344,0.8389320321687987
A fragment of Karlamagnúss saga-NRA norr fragm 61,0.7206742706559007,0.6616621762516841,0.7260524785335323,0.8015055086303717,0.7629963199000992,0.7431763055396448,0.8200754009578924,0.7611825379607584,0.7100959459020877,0.7771572487558275,0.7525722211747574,0.7262899922149944,0.8546756176872573,0.8036170440972634,0.7390708825707994,0.8694935152535062,0.8920602126646138,0.8029938189585731,0.7712899486487207,0.8176521869197211,0.7302761078951148,0.7831557079371474,0.6879672402015413,0.7229474015485242,0.8408495306376877,0.8588391996260912,0.8049429301460135,0.7990574162667432,0.9147413979600172,0.6967890415517574,0.8195851158690783,0.8038610570169403,0.834632481663302,0.9174164463967651,0.7417401257513909,0.8979040880337114,0.8113428695401008,0.8665322411846079,0.8358699377342677,0.8538155907527544,4.773959005888173e-15,0.7689551198107818,0.8045606734015948,0.8956471348958546,0.7740743748597769,0.7127421151207798,0.9287185154586983,0.7080570128106136,0.6453473294036844,0.6566755560149673,0.8510964070638769,0.8923614631525808,0.7084015432454928,0.7611915332441764,0.749639649487565,0.7671545483700996,0.8386525510463922,0.7006136499336428,0.8258964757359629,0.8274015988915399,0.7435627034735397,0.8316793975203177
Finnboga saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (100ra.1–114ra.41),0.6257509375129608,0.5382634937455918,0.6505426518103027,0.7253051927129608,0.6979306172359414,0.6758861060800663,0.48773493527573897,0.3724946101061237,0.6014802136829898,0.7234378100347683,0.6832588470666925,0.6294982340594263,0.7967737278764717,0.7355238361387078,0.6651882821818247,0.8336042081396193,0.8435471311000869,0.7271487289158556,0.6738018153008627,0.7972675146355731,0.6300011143403602,0.4289867764811699,0.5688320288392091,0.6481950603474043,0.8219019997324845,0.8085487800160122,0.7195056571973872,0.707066539319207,0.8954508358552813,0.6037769432283739,0.7849227495009642,0.4213547891221472,0.8050087738500065,0.8897540343332517,0.644189731833653,0.8623249425077799,0.7658323041629952,0.8294351413952045,0.7671968377517864,0.7910922794601688,0.7689551198107818,2.412514632510465e-13,0.40056048903790087,0.8789027951383885,0.730005582626549,0.6959473872200205,0.9043528550103558,0.6222417126849751,0.5410501802559082,0.5096975295178683,0.8156257079964899,0.8349473552733018,0.5774891623302785,0.6844430438571504,0.6482983036823121,0.6934326982482545,0.8196803294861339,0.5790961265748482,0.7889146204471728,0.7682018604353548,0.31316350899110146,0.49945879359030754
Fstbrra saga according to AM 132 fol (Möðruvallabók)-AM 132 fol (198rb.8–201vb.41),0.6741385970847058,0.5979924707765389,0.6902776555020507,0.7634270463807513,0.7343192367628888,0.7101524217037805,0.529311669964784,0.4426798560640063,0.6421006695932483,0.7600648097416286,0.7158321661530529,0.6798801414069535,0.8231465630272883,0.7635879600022615,0.708686354836422,0.850808553380398,0.8620680123909008,0.7662014642578234,0.7097124647680362,0.8195644960834944,0.6851401738224917,0.48222308268189784,0.6213243704937778,0.6839942265589991,0.8398420827945039,0.824767912040422,0.7570368373137287,0.7349141623376769,0.9008804619224399,0.6441224520234081,0.8073210756234979,0.453257845223079,0.8264424756341304,0.9064198010410472,0.6888078607759227,0.8780336813911598,0.8060592775571759,0.8469284936940931,0.7957787192652456,0.8214119822421312,0.8045606734015948,0.40056048903790087,0.0,0.8964116776479021,0.7657521498398235,0.7349108520009778,0.9164318592641952,0.671226150220766,0.5982924358796263,0.5694541096922261,0.8363057330112396,0.8559706446862317,0.6283323045802529,0.7129425125178157,0.6932267990574006,0.7218171728149603,0.8432850749517384,0.6191908863135187,0.8130205347714897,0.7939494053674008,0.3800420990822603,0.5360531414529734
A fragment of Stjórn-NRA norr fragm 60 B,0.8502559811935892,0.8213512096368993,0.8544394653059691,0.8947763810179606,0.8810835789262297,0.8778848850299881,0.9058449502248621,0.879434827250482,0.8495448782991725,0.8943944751792294,0.8841777828068942,0.8582187999076714,0.9256375622200279,0.892434169353631,0.8644051617808515,0.9290491579201351,0.9393878376939989,0.8986607174659627,0.8763526194969856,0.8994356225559662,0.8590267393698441,0.8880850571405878,0.8316227852281624,0.8628843579236878,0.9162867244244749,0.9286213416158706,0.8970467226828795,0.9015125980257327,0.951950070109624,0.8523962059075485,0.907174267006382,0.8923056509018367,0.9160372640915284,0.9546444615502981,0.8638100484489474,0.9475176994910933,0.9039163256337632,0.9301607891229067,0.9117347054678703,0.9239615882466636,0.8956471348958546,0.8789027951383885,0.8964116776479021,7.993605777301127e-15,0.8888930602993785,0.8708519678002129,0.9567033394463619,0.8464020065091662,0.8158081221321823,0.8290620587674671,0.9259012604870154,0.9420373766988939,0.838767851668878,0.8784535677817203,0.871371223111798,0.8833421082920054,0.919219523743681,0.8374338250883434,0.9088279236653871,0.91005966394622,0.8676702339464846,0.9131004320867824
A fragment of Karlamagnúss saga-NRA norr fragm 62,0.6901954689942671,0.596678068086554,0.6959939629777568,0.7765656958025491,0.740815993750179,0.714080053635755,0.7891811789196987,0.7205810542701504,0.6562010768441849,0.75922467086781,0.7072972383733325,0.694171400532874,0.8406944574486382,0.7703284457853998,0.699777042847814,0.8591603176432311,0.8662970415286113,0.7740166459216938,0.7257728344247896,0.7863201396448585,0.6900001984017388,0.755797479518831,0.6311348148828362,0.6631584304059477,0.8212838424283218,0.8332055618232805,0.7688340298651426,0.7589123355509193,0.9015021697128283,0.6319036362711143,0.8006033509075785,0.770063822128906,0.8123826120307853,0.9035279683963784,0.7014354366450707,0.873743196577262,0.7803144742458983,0.8418035548485658,0.8118808673105382,0.8367666924737256,0.7740743748597769,0.730005582626549,0.7657521498398235,0.8888930602993785,0.0,0.6027408950766766,0.9182803653149851,0.6604085052501663,0.5998929070681831,0.5988585890894388,0.8332532548765045,0.861152996717811,0.6411283050513651,0.7132221390151889,0.7064523735476711,0.7315443555350604,0.8276857558200776,0.6441859944984014,0.8162068464409199,0.7921276119392515,0.6983145331022331,0.8025301699532212
A fragment of Karlamagnúss saga-NRA norr fragm 63,0.645888936577151,0.5471901361650041,0.6555163444911618,0.7574461286560337,0.7068151993758245,0.6846718775280354,0.7593081627446866,0.6898677179854199,0.618687424798309,0.722569066216144,0.6914136190787576,0.6604447422937321,0.8108295032870867,0.7350446349455337,0.6561488091123722,0.8301599918833328,0.8483181733959124,0.7452795043949756,0.6838890616880695,0.7587210209455871,0.6499507660919004,0.7202340742358326,0.5740882526239967,0.6417070176564628,0.7829144954324888,0.8090232754183031,0.7386937105695947,0.7385102624473314,0.8825406798626165,0.6093330646304222,0.757143158100181,0.7291555522679631,0.7825810077202371,0.8984038255515713,0.6658647375753115,0.8658912027841956,0.7646757524807616,0.8099865484281232,0.783684856541368,0.8189035931321819,0.7127421151207798,0.6959473872200205,0.7349108520009778,0.8708519678002129,0.6027408950766766,2.1094237467877974e-15,0.8898293704380045,0.614773438664544,0.5423611694645807,0.5560786130104372,0.8284918395266747,0.8429992748461388,0.5971666554710201,0.6788032145044158,0.6766041998048155,0.7072016154012067,0.8049740905988839,0.5873029942729662,0.7948701099679889,0.7619759762256818,0.665667719338778,0.7839862701755764
A fragment of Stjórn-NRA norr fragm 60 A,0.8927527410440378,0.8562893712720127,0.9013497208043977,0.9339164475298396,0.9163748301786325,0.9012465043682054,0.9255771961670624,0.904326540653533,0.8621070182109322,0.9212351713349726,0.9066609448145786,0.9039580327073946,0.9393436999278885,0.9182609504509741,0.8936921794484759,0.9530317204202909,0.9490236483773083,0.9163812071249616,0.9030420401916512,0.9319897062743135,0.8946386748114592,0.9155025933516099,0.8736935007060695,0.8932230242808477,0.9182748022408644,0.9436585960119648,0.9174936012998918,0.9041410572278599,0.9628332026246746,0.8805995450892439,0.9164442692612582,0.916026395436067,0.9276112138244492,0.9680252446702223,0.9052004415609268,0.9628058022171584,0.9347674156169906,0.9236185917604203,0.9333207173325556,0.9439090942880112,0.9287185154586983,0.9043528550103558,0.9164318592641952,0.9567033394463619,0.9182803653149851,0.8898293704380045,0.0,0.8801509957380479,0.864791633951869,0.8603596244784082,0.9396880978506543,0.9373494434163521,0.8624900313123331,0.8897082832127747,0.9034174689096776,0.8974371569861455,0.940936962102071,0.8716776511654869,0.952897515606105,0.9142507126019036,0.8987185140836692,0.9390675232388728
Trójumanna saga-AM 573 4to,0.5605072138746454,0.414024110769717,0.5756505451054148,0.6962705161817682,0.6270537821776232,0.5936182178522892,0.7068174615321845,0.6148107671099851,0.5191554517543268,0.658799748885349,0.6059024219779978,0.5652243678502643,0.7708623365022118,0.664485494759051,0.5650077342972009,0.7879005783692041,0.8130914610234576,0.6775956710808586,0.5936369885989397,0.7048949013816571,0.5639781699764947,0.6637742055345277,0.46900320950290075,0.5542377334141388,0.7437000492718709,0.7587629047728883,0.6733028990289672,0.6607837818437905,0.8597619802964309,0.5071313248221768,0.7196750042889298,0.6718741234006247,0.7447032203856501,0.875982210614285,0.5593212181134024,0.8215766945160861,0.7151272830730171,0.7784702573768578,0.7255242515220461,0.7666281447072406,0.7080570128106136,0.6222417126849751,0.671226150220766,0.8464020065091662,0.6604085052501663,0.614773438664544,0.8801509957380479,0.0,0.4170790727550623,0.41005059661088616,0.7718234073448555,0.8065893284589725,0.4949374347796015,0.5924990812666555,0.592157893569099,0.6179520779865135,0.7514562496052151,0.47899549627485194,0.7565901490278394,0.70665226542135,0.5863368441701727,0.7261379076013232
Egils saga Skalla-Grímssonar in Wolfenbüttelbók-WolfAug 9 10 4to,0.4497616619277791,0.3103359352631545,0.4669643677529518,0.6188861546776181,0.4276131549412242,0.5422899017532231,0.6440039098387653,0.5122452403299205,0.43077684877463096,0.5231405921213393,0.5138785536558463,0.44564943203312557,0.715705033179101,0.6104730960635878,0.4704459465402613,0.7133950726376966,0.7750335242139418,0.5967559850572346,0.4880530029938074,0.6219154069565292,0.4409186493358206,0.5863535848523742,0.3079200972770868,0.44928017333616665,0.6905723502548288,0.688231561242461,0.584930222059129,0.566716253825063,0.8327305522455632,0.39655417046583197,0.6647680822509242,0.5998627809143693,0.7104963252711762,0.8525552394405955,0.302121327783475,0.7790366675721665,0.6471100355539052,0.7408447095499879,0.6553297140317832,0.7090860601438327,0.6453473294036844,0.5410501802559082,0.5982924358796263,0.8158081221321823,0.5998929070681831,0.5423611694645807,0.864791633951869,0.4170790727550623,0.0,0.28517544985343224,0.7339610049282139,0.7759498485023608,0.3947195921103678,0.49975415916379007,0.4860171394652605,0.5161548771267512,0.6949304281912553,0.3455748753343926,0.6790958385069401,0.6616342095471908,0.4934796399926411,0.6550190004688252
Alexanders saga-AM 519 a 4to,0.4690097389891631,0.2987724095216211,0.4528497050947715,0.5991811762905459,0.5063839237857992,0.46820681750026183,0.624497069119228,0.4684913133188032,0.31728194188634495,0.5476385352645338,0.4472716265121299,0.4510233001175443,0.7139809908549706,0.5785658985089741,0.4621440264640858,0.7494978880478322,0.7801062291151263,0.5777526898955838,0.5196879578689401,0.6528951221271164,0.470851309757814,0.5721889752569229,0.34744636030682996,0.40969371811672284,0.6773843726664608,0.7008542331859229,0.5773052533021477,0.48843449761340096,0.8389590961661371,0.3218742272637978,0.6631709785969453,0.5958199656286123,0.7064055903452888,0.8252822706926162,0.4628346975757668,0.7494768840584087,0.6546958166774801,0.7226466073602485,0.6669164652479834,0.6855554102581389,0.6566755560149673,0.5096975295178683,0.5694541096922261,0.8290620587674671,0.5988585890894388,0.5560786130104372,0.8603596244784082,0.41005059661088616,0.28517544985343224,0.0,0.6771754744709011,0.7374358623278443,0.36419842418908543,0.4297781652895253,0.4523483043658588,0.43829652268229724,0.7292061499190339,0.38249570210725115,0.6641058286155201,0.6259444124615358,0.4579410518416125,0.6108693490920478
